Product Name,Category,Quantity,Original Price (Rs.),Discount,Discounted Price (Rs.)
"Kajal - With Vitamin C & Chamomile, Waterproof, For 11-Hour Smudge-free Stay",2310072-makeup-show,1.2 g - Charcoal Black,341.0992,₹24 OFF,275.08
"Tipsy Lips Moisturising Balm - For Smooth & Plump Lips, Relieves Dryness, Promotes Cell Repair",2310072-makeup-show,7 shades,196.5921,11% OFF,177.11
Cocoa Nourish Oil-In-Lotion,2310073-moisturisers,2x400 ml - (Multipack),802.56,52% OFF,528
"Body Milk Nourishing Lotion - Very Dry Skin, With Deep Moisture Serum & 2X Almond Oil",2310073-moisturisers,120 ml,110,0% off,110
"Soft Light Moisturiser - With Vitamin E & Jojoba Oil, For Face, Hand & Body, Instant Hydration, Non-Greasy Cream",2310073-moisturisers,300 ml,412.5,50% OFF,275
Intensive Care Deep Moisture Body Lotion,2310073-moisturisers,12x400 ml - Multipack,3600,50% OFF,2400
Purifying Neem Face Wash,2310073-moisturisers,100 ml,141.45,23% OFF,115
Advanced Multivitamin Face Cream,2310073-moisturisers,50 g,125,0% off,125
Gulabari Premium Rose Water - Paraben Free Skin Toner,2310073-moisturisers,6x120 ml - Multipack,343.824,₹16 OFF,296.4
Ultra Sheer Dry Touch SPF 50 Sun Block,2310073-moisturisers,3x30 ml - (Multipack),998.4002,₹13 OFF,883.54
"Deep Nourish Body Lotion - Intensively Moisturised Skin, Coconut Milk, 100% Natural Moisturisers",2310073-moisturisers,400 ml,231.46,63% OFF,142
Super Light Gel Moisturiser - With Hyaluronic Acid & Vitamin E,2310073-moisturisers,2x100 g - (Multipack),428.26,33% OFF,322
"Aloe Hydration Body Lotion - Normal Skin, With Deep Moisture Serum & Aloe Vera, 48h Refreshing Moisture Care",2310073-moisturisers,600 ml,628.35,42% OFF,442.5
"Shea Smooth Body Milk - With Deep Moisture Serum & Shea Butter, For Dry Skin",2310073-moisturisers,600 ml,933.0252,₹42 OFF,657.06
"Body Lotion - Moisturising, Triple Vitamin",2310073-moisturisers,3x275 ml - Multipack,907.2,40% OFF,648
"Wet Wipes - Citrus, Double Moisturising, Extra Thick, No Paraben",2310073-moisturisers,80 pulls,154.35,47% OFF,105
Turmeric  Skin Cream - Ayurvedic Medicine,2310073-moisturisers,30 g - Tube,130,0% off,130
Cocoa Butter Intensive Body Lotion,2310073-moisturisers,2x400 ml - (Multipack),544.0304,42% OFF,383.12
Intensive Care Cocoa Glow Body Lotion,2310073-moisturisers,2x400 ml - (Multipack),692.0712,52% OFF,455.31
Saundarya Aloe Vera Gel,2310073-moisturisers,150 ml,99.84,₹4 OFF,96
Foaming Face Wash,2310073-moisturisers,2x100 ml - Multipack,377.91,₹17 OFF,323
"Moisturizing Aloe Vera Face Gel - Non-sticky, Restore Moisture Balance, For Healthy Skin",2310073-moisturisers,100 ml,80,25% OFF,64
"Gentle Skin Cleanser - For Face & Body, Dry & Sensitive Skin, Soap Free",2310073-moisturisers,2x125 ml - Multipack,1000.998,₹67 OFF,599.4
"Creme Multi-Purpose Moisturiser - Protective Skin Care Cream For Men, Women & Family",2310073-moisturisers,100 ml,209.5072,₹12 OFF,187.06
Natural Glow Kesar Face Cream - Reduces Pigmentation,2310073-moisturisers,50 g - (Pack of 2),169,0% off,169
Intensive Care Aloe Fresh Serum In Lotion - 24 Hour Long Lasting Moisturisation,2310073-moisturisers,600 ml,587.16,40% OFF,419.4
"Verona Eau De Parfum - Long Lasting, Citrus & Fruity, For Women",2310074-scent-sational-perfumes,100 ml - (Get Tester Free),862.56,₹60 OFF,539.1
Raw Perfume For Men - EDP,2310074-scent-sational-perfumes,50 ml,1819.2,20% OFF,1516
Classic Black Eau De Toilette,2310074-scent-sational-perfumes,100 ml,3929.475,21% OFF,3247.5
Make My Day Scent Eau De Parfum Women’s Perfume - Long-lasting Fresh & Floral Fragrance,2310074-scent-sational-perfumes,100 ml,633.36,16% OFF,546
Classic Chromite Eau De Toilette,2310074-scent-sational-perfumes,100 ml,3269.75,45% OFF,2255
1981 Eau De Toilette Pour Femme,2310074-scent-sational-perfumes,100 ml,3501.225,35% OFF,2593.5
Classic Man Eau De Toilette,2310074-scent-sational-perfumes,100 ml,2808,35% OFF,2080
Celeste Perfume For Women - EDP,2310074-scent-sational-perfumes,50 ml,1819.2,20% OFF,1516
"Amber Hues Eau De Parfum - Long Lasting, Ambery & Fruity, For Men",2310074-scent-sational-perfumes,100 ml - (Get Tester Free),862.56,₹60 OFF,539.1
"Eau De Parfum - Intense, Long Lasting Fragrance, For Men",2310074-scent-sational-perfumes,100 ml,1495,0% off,1495
"Eau De Parfum - Blush, Limited Edition, For Women, Longlasting Fragrance",2310074-scent-sational-perfumes,100 ml,1401.6,60% OFF,876
"One Soul Eau De Parfum - Long Lasting, Citrus & Spicy, Unisex",2310074-scent-sational-perfumes,100 ml - (Get Tester Free),862.56,₹60 OFF,539.1
