Disease Name,Bad Ingredients,Safe Nutrients,Bad Nutrients,Bad Nutrients Safe Limits (mg/g)
Obesity - Stage 3,"junk food, soda, sweets, fried items","Vitamin C, Omega-3, Potassium","Saturated Fat, Calories, Fat","Saturated Fat: 20 g, Calories: 800 kcal, Fat: 100 g"
Type 2 Diabetes - Stage 2,"sugar, white rice, soda, sweets","Antioxidants, Omega-3, Potassium","Caffeine, Sodium, Fat","Caffeine: 100 mg, Sodium: 2300 mg, Fat: 100 g"
Fatty Liver Disease - Stage 3,"alcohol, fried foods, red meat",Omega-3,Alcohol,Alcohol: 100 g
Obesity,"junk food, soda, sweets, fried items",Omega-3,"Alcohol, Cholesterol, Sodium, Sugar","Alcohol: 100 g, Cholesterol: 300 mg, Sodium: 2300 mg, Sugar: 36 g"
Hypertension,"salt, pickles, canned soup, bacon","Potassium, Omega-3","Sugar, Carbohydrates, Sodium","Sugar: 36 g, Carbohydrates: 100 g, Sodium: 2300 mg"
Hypertension - Stage 1,"salt, pickles, canned soup, bacon",Potassium,Fat,Fat: 100 g
Celiac Disease,"wheat, barley, rye",Magnesium,"Saturated Fat, Sodium, Sugar, Calories","Saturated Fat: 20 g, Sodium: 2300 mg, Sugar: 36 g, Calories: 800 kcal"
Migraine,"red meat, fried food, sugar",Magnesium,"Alcohol, Cholesterol","Alcohol: 100 g, Cholesterol: 300 mg"
Fatty Liver Disease - Stage 3,"alcohol, fried foods, red meat","Vitamin C, Magnesium, Antioxidants","Carbohydrates, Cholesterol, Caffeine","Carbohydrates: 100 g, Cholesterol: 300 mg, Caffeine: 100 mg"
GERD - Stage 1,"red meat, fried food, sugar","Fiber, Omega-3, Vitamin C","Saturated Fat, Alcohol, Caffeine, Sodium","Saturated Fat: 20 g, Alcohol: 100 g, Caffeine: 100 mg, Sodium: 2300 mg"
Polycystic Ovary Syndrome - Stage 2,"red meat, fried food, sugar","Omega-3, Potassium","Sugar, Alcohol, Fat, Caffeine","Sugar: 36 g, Alcohol: 100 g, Fat: 100 g, Caffeine: 100 mg"
Hypertension - Stage 3,"salt, pickles, canned soup, bacon","Omega-3, Magnesium","Sugar, Saturated Fat","Sugar: 36 g, Saturated Fat: 20 g"
Liver Cirrhosis,"alcohol, fried foods, red meat","Vitamin C, Potassium","Alcohol, Sugar, Calories","Alcohol: 100 g, Sugar: 36 g, Calories: 800 kcal"
Heart Failure - Stage 1,"trans fats, red meat, sugary foods","Vitamin C, Omega-3, Fiber","Cholesterol, Saturated Fat, Caffeine, Carbohydrates","Cholesterol: 300 mg, Saturated Fat: 20 g, Caffeine: 100 mg, Carbohydrates: 100 g"
Polycystic Ovary Syndrome - Stage 1,"red meat, fried food, sugar","Magnesium, Vitamin C, Omega-3","Caffeine, Calories","Caffeine: 100 mg, Calories: 800 kcal"
Hypothyroidism,"red meat, fried food, sugar",Potassium,"Sugar, Fat","Sugar: 36 g, Fat: 100 g"
Migraine,"red meat, fried food, sugar",Omega-3,"Caffeine, Carbohydrates, Alcohol","Caffeine: 100 mg, Carbohydrates: 100 g, Alcohol: 100 g"
Migraine - Stage 3,"red meat, fried food, sugar","Antioxidants, Magnesium, Potassium","Sodium, Carbohydrates, Calories, Cholesterol","Sodium: 2300 mg, Carbohydrates: 100 g, Calories: 800 kcal, Cholesterol: 300 mg"
Hypothyroidism - Stage 3,"red meat, fried food, sugar","Antioxidants, Magnesium, Vitamin C","Alcohol, Saturated Fat","Alcohol: 100 g, Saturated Fat: 20 g"
Celiac Disease - Stage 3,"wheat, barley, rye","Vitamin C, Omega-3","Fat, Alcohol, Calories","Fat: 100 g, Alcohol: 100 g, Calories: 800 kcal"
Polycystic Ovary Syndrome,"red meat, fried food, sugar","Potassium, Magnesium, Omega-3",Calories,Calories: 800 kcal
Polycystic Ovary Syndrome,"red meat, fried food, sugar","Omega-3, Magnesium, Fiber","Calories, Fat, Alcohol, Cholesterol","Calories: 800 kcal, Fat: 100 g, Alcohol: 100 g, Cholesterol: 300 mg"
Gout - Stage 2,"mutton, chicken, alcohol, organ meats",Antioxidants,"Calories, Sugar, Fat, Saturated Fat","Calories: 800 kcal, Sugar: 36 g, Fat: 100 g, Saturated Fat: 20 g"
GERD - Stage 1,"red meat, fried food, sugar","Antioxidants, Potassium","Alcohol, Saturated Fat","Alcohol: 100 g, Saturated Fat: 20 g"
Metabolic Syndrome - Stage 1,"red meat, fried food, sugar","Omega-3, Magnesium","Sugar, Alcohol","Sugar: 36 g, Alcohol: 100 g"
Polycystic Ovary Syndrome,"red meat, fried food, sugar","Magnesium, Antioxidants, Fiber","Alcohol, Calories","Alcohol: 100 g, Calories: 800 kcal"
Hyperlipidemia - Stage 2,"red meat, fried food, sugar","Magnesium, Potassium, Vitamin C","Sodium, Calories, Carbohydrates","Sodium: 2300 mg, Calories: 800 kcal, Carbohydrates: 100 g"
Metabolic Syndrome - Stage 3,"red meat, fried food, sugar",Fiber,"Alcohol, Cholesterol, Caffeine","Alcohol: 100 g, Cholesterol: 300 mg, Caffeine: 100 mg"
Liver Cirrhosis,"alcohol, fried foods, red meat","Fiber, Vitamin C, Antioxidants","Carbohydrates, Calories, Sugar, Alcohol","Carbohydrates: 100 g, Calories: 800 kcal, Sugar: 36 g, Alcohol: 100 g"
Hypothyroidism,"red meat, fried food, sugar",Fiber,Caffeine,Caffeine: 100 mg
Metabolic Syndrome - Stage 1,"red meat, fried food, sugar","Omega-3, Vitamin C",Alcohol,Alcohol: 100 g
Irritable Bowel Syndrome,"red meat, fried food, sugar","Vitamin C, Magnesium",Alcohol,Alcohol: 100 g
Celiac Disease - Stage 2,"wheat, barley, rye",Potassium,"Calories, Sodium","Calories: 800 kcal, Sodium: 2300 mg"
Liver Cirrhosis,"alcohol, fried foods, red meat",Potassium,"Calories, Sodium","Calories: 800 kcal, Sodium: 2300 mg"
Hypertension,"salt, pickles, canned soup, bacon","Vitamin C, Fiber, Antioxidants","Sodium, Fat, Cholesterol, Caffeine","Sodium: 2300 mg, Fat: 100 g, Cholesterol: 300 mg, Caffeine: 100 mg"
Obesity - Stage 2,"junk food, soda, sweets, fried items","Potassium, Fiber","Saturated Fat, Alcohol, Calories","Saturated Fat: 20 g, Alcohol: 100 g, Calories: 800 kcal"
Celiac Disease,"wheat, barley, rye","Antioxidants, Potassium, Magnesium","Alcohol, Saturated Fat, Sugar","Alcohol: 100 g, Saturated Fat: 20 g, Sugar: 36 g"
Obesity - Stage 3,"junk food, soda, sweets, fried items","Omega-3, Magnesium",Caffeine,Caffeine: 100 mg
Prediabetes - Stage 1,"sugar, white rice, soda, sweets","Magnesium, Vitamin C","Cholesterol, Caffeine","Cholesterol: 300 mg, Caffeine: 100 mg"
Hypothyroidism - Stage 1,"red meat, fried food, sugar","Magnesium, Antioxidants","Calories, Sodium, Sugar","Calories: 800 kcal, Sodium: 2300 mg, Sugar: 36 g"
Metabolic Syndrome - Stage 2,"red meat, fried food, sugar","Potassium, Vitamin C, Magnesium","Caffeine, Cholesterol, Sugar","Caffeine: 100 mg, Cholesterol: 300 mg, Sugar: 36 g"
Migraine - Stage 2,"red meat, fried food, sugar",Magnesium,Fat,Fat: 100 g
Prediabetes - Stage 3,"sugar, white rice, soda, sweets",Fiber,Caffeine,Caffeine: 100 mg
Obesity - Stage 3,"junk food, soda, sweets, fried items","Fiber, Vitamin C, Potassium",Saturated Fat,Saturated Fat: 20 g
Hypothyroidism - Stage 3,"red meat, fried food, sugar","Antioxidants, Magnesium, Potassium","Alcohol, Calories","Alcohol: 100 g, Calories: 800 kcal"
Coronary Artery Disease - Stage 3,"trans fats, red meat, sugary foods","Magnesium, Omega-3, Potassium","Sodium, Carbohydrates, Sugar","Sodium: 2300 mg, Carbohydrates: 100 g, Sugar: 36 g"
Irritable Bowel Syndrome - Stage 1,"red meat, fried food, sugar","Vitamin C, Antioxidants, Magnesium","Caffeine, Calories","Caffeine: 100 mg, Calories: 800 kcal"
Polycystic Ovary Syndrome,"red meat, fried food, sugar",Potassium,Caffeine,Caffeine: 100 mg
Hyperlipidemia - Stage 1,"red meat, fried food, sugar","Omega-3, Vitamin C, Antioxidants",Sodium,Sodium: 2300 mg
Migraine - Stage 1,"red meat, fried food, sugar","Antioxidants, Fiber",Cholesterol,Cholesterol: 300 mg
Hypertension,"salt, pickles, canned soup, bacon","Fiber, Omega-3, Antioxidants","Sodium, Carbohydrates","Sodium: 2300 mg, Carbohydrates: 100 g"
GERD,"red meat, fried food, sugar","Vitamin C, Omega-3","Saturated Fat, Caffeine, Sugar","Saturated Fat: 20 g, Caffeine: 100 mg, Sugar: 36 g"
Heart Failure - Stage 1,"trans fats, red meat, sugary foods","Magnesium, Omega-3, Potassium","Sugar, Fat, Cholesterol, Carbohydrates","Sugar: 36 g, Fat: 100 g, Cholesterol: 300 mg, Carbohydrates: 100 g"
Obesity - Stage 2,"junk food, soda, sweets, fried items",Antioxidants,"Sodium, Calories, Saturated Fat, Alcohol","Sodium: 2300 mg, Calories: 800 kcal, Saturated Fat: 20 g, Alcohol: 100 g"
GERD,"red meat, fried food, sugar","Magnesium, Potassium","Cholesterol, Sodium","Cholesterol: 300 mg, Sodium: 2300 mg"
Liver Cirrhosis,"alcohol, fried foods, red meat",Vitamin C,Fat,Fat: 100 g
Polycystic Ovary Syndrome - Stage 2,"red meat, fried food, sugar","Vitamin C, Potassium, Fiber",Sodium,Sodium: 2300 mg
Atherosclerosis,"red meat, fried food, sugar",Omega-3,"Fat, Saturated Fat, Cholesterol, Alcohol","Fat: 100 g, Saturated Fat: 20 g, Cholesterol: 300 mg, Alcohol: 100 g"
Hypertension,"salt, pickles, canned soup, bacon","Magnesium, Omega-3","Alcohol, Caffeine","Alcohol: 100 g, Caffeine: 100 mg"
Heart Failure - Stage 3,"trans fats, red meat, sugary foods",Omega-3,"Calories, Sugar","Calories: 800 kcal, Sugar: 36 g"
Hypertension,"salt, pickles, canned soup, bacon","Omega-3, Antioxidants, Potassium","Sugar, Caffeine, Cholesterol","Sugar: 36 g, Caffeine: 100 mg, Cholesterol: 300 mg"
Sleep Apnea,"red meat, fried food, sugar","Vitamin C, Fiber, Magnesium","Carbohydrates, Sugar","Carbohydrates: 100 g, Sugar: 36 g"
Type 2 Diabetes,"sugar, white rice, soda, sweets","Potassium, Antioxidants, Fiber","Sodium, Sugar, Carbohydrates, Alcohol","Sodium: 2300 mg, Sugar: 36 g, Carbohydrates: 100 g, Alcohol: 100 g"
Atherosclerosis - Stage 1,"red meat, fried food, sugar",Fiber,"Sodium, Calories, Saturated Fat, Fat","Sodium: 2300 mg, Calories: 800 kcal, Saturated Fat: 20 g, Fat: 100 g"
Hypertension - Stage 1,"salt, pickles, canned soup, bacon",Potassium,"Carbohydrates, Sugar, Calories","Carbohydrates: 100 g, Sugar: 36 g, Calories: 800 kcal"
Prediabetes - Stage 2,"sugar, white rice, soda, sweets","Magnesium, Fiber, Antioxidants",Sugar,Sugar: 36 g
Chronic Kidney Disease - Stage 1,"red meat, sodium, potassium-rich foods","Vitamin C, Fiber, Omega-3","Saturated Fat, Alcohol","Saturated Fat: 20 g, Alcohol: 100 g"
Obesity - Stage 2,"junk food, soda, sweets, fried items","Antioxidants, Vitamin C, Potassium","Carbohydrates, Cholesterol","Carbohydrates: 100 g, Cholesterol: 300 mg"
Hypertension - Stage 2,"salt, pickles, canned soup, bacon","Vitamin C, Magnesium, Antioxidants",Fat,Fat: 100 g
Irritable Bowel Syndrome,"red meat, fried food, sugar",Omega-3,"Carbohydrates, Caffeine, Sugar","Carbohydrates: 100 g, Caffeine: 100 mg, Sugar: 36 g"
Gout - Stage 3,"mutton, chicken, alcohol, organ meats",Antioxidants,Calories,Calories: 800 kcal
Fatty Liver Disease - Stage 1,"alcohol, fried foods, red meat",Potassium,"Sodium, Saturated Fat, Sugar","Sodium: 2300 mg, Saturated Fat: 20 g, Sugar: 36 g"
Hypertension,"salt, pickles, canned soup, bacon","Vitamin C, Antioxidants","Carbohydrates, Calories, Sugar","Carbohydrates: 100 g, Calories: 800 kcal, Sugar: 36 g"
Obesity - Stage 2,"junk food, soda, sweets, fried items","Vitamin C, Omega-3",Calories,Calories: 800 kcal
Prediabetes,"sugar, white rice, soda, sweets","Potassium, Vitamin C","Caffeine, Saturated Fat, Sodium","Caffeine: 100 mg, Saturated Fat: 20 g, Sodium: 2300 mg"
Chronic Kidney Disease - Stage 1,"red meat, sodium, potassium-rich foods",Vitamin C,"Sodium, Carbohydrates, Calories","Sodium: 2300 mg, Carbohydrates: 100 g, Calories: 800 kcal"
Polycystic Ovary Syndrome - Stage 2,"red meat, fried food, sugar","Omega-3, Vitamin C, Potassium","Sodium, Carbohydrates","Sodium: 2300 mg, Carbohydrates: 100 g"
Chronic Kidney Disease - Stage 1,"red meat, sodium, potassium-rich foods","Fiber, Antioxidants, Omega-3",Sodium,Sodium: 2300 mg
Chronic Kidney Disease,"red meat, sodium, potassium-rich foods","Vitamin C, Potassium, Fiber","Sodium, Cholesterol, Sugar","Sodium: 2300 mg, Cholesterol: 300 mg, Sugar: 36 g"
Metabolic Syndrome,"red meat, fried food, sugar","Potassium, Vitamin C","Carbohydrates, Alcohol","Carbohydrates: 100 g, Alcohol: 100 g"
Obesity,"junk food, soda, sweets, fried items","Antioxidants, Fiber","Carbohydrates, Saturated Fat, Calories","Carbohydrates: 100 g, Saturated Fat: 20 g, Calories: 800 kcal"
Atherosclerosis,"red meat, fried food, sugar","Magnesium, Fiber","Sodium, Sugar, Caffeine, Calories","Sodium: 2300 mg, Sugar: 36 g, Caffeine: 100 mg, Calories: 800 kcal"
GERD,"red meat, fried food, sugar",Antioxidants,"Carbohydrates, Sugar","Carbohydrates: 100 g, Sugar: 36 g"
Atherosclerosis,"red meat, fried food, sugar","Vitamin C, Fiber",Caffeine,Caffeine: 100 mg
Obesity,"junk food, soda, sweets, fried items","Omega-3, Magnesium","Sugar, Calories","Sugar: 36 g, Calories: 800 kcal"
Hyperlipidemia - Stage 1,"red meat, fried food, sugar","Fiber, Omega-3, Magnesium","Saturated Fat, Sugar, Fat","Saturated Fat: 20 g, Sugar: 36 g, Fat: 100 g"
Gout,"mutton, chicken, alcohol, organ meats","Vitamin C, Potassium","Caffeine, Carbohydrates, Saturated Fat, Cholesterol","Caffeine: 100 mg, Carbohydrates: 100 g, Saturated Fat: 20 g, Cholesterol: 300 mg"
Celiac Disease - Stage 2,"wheat, barley, rye","Antioxidants, Vitamin C, Fiber","Carbohydrates, Cholesterol","Carbohydrates: 100 g, Cholesterol: 300 mg"
Atherosclerosis,"red meat, fried food, sugar","Fiber, Vitamin C","Saturated Fat, Alcohol, Cholesterol","Saturated Fat: 20 g, Alcohol: 100 g, Cholesterol: 300 mg"
Coronary Artery Disease - Stage 1,"trans fats, red meat, sugary foods","Omega-3, Potassium, Vitamin C","Saturated Fat, Cholesterol","Saturated Fat: 20 g, Cholesterol: 300 mg"
Chronic Kidney Disease - Stage 3,"red meat, sodium, potassium-rich foods",Vitamin C,Sodium,Sodium: 2300 mg
Polycystic Ovary Syndrome,"red meat, fried food, sugar","Fiber, Omega-3, Vitamin C","Sugar, Sodium, Caffeine, Carbohydrates","Sugar: 36 g, Sodium: 2300 mg, Caffeine: 100 mg, Carbohydrates: 100 g"
Fatty Liver Disease,"alcohol, fried foods, red meat",Antioxidants,"Caffeine, Fat, Alcohol","Caffeine: 100 mg, Fat: 100 g, Alcohol: 100 g"
Coronary Artery Disease,"trans fats, red meat, sugary foods","Vitamin C, Fiber, Omega-3","Alcohol, Cholesterol, Caffeine","Alcohol: 100 g, Cholesterol: 300 mg, Caffeine: 100 mg"
Liver Cirrhosis - Stage 1,"alcohol, fried foods, red meat",Fiber,Sugar,Sugar: 36 g
Gout,"mutton, chicken, alcohol, organ meats","Potassium, Vitamin C, Magnesium","Cholesterol, Fat","Cholesterol: 300 mg, Fat: 100 g"
Hyperlipidemia,"red meat, fried food, sugar",Antioxidants,"Carbohydrates, Sodium","Carbohydrates: 100 g, Sodium: 2300 mg"
Irritable Bowel Syndrome,"red meat, fried food, sugar","Magnesium, Antioxidants","Carbohydrates, Sodium, Sugar, Alcohol","Carbohydrates: 100 g, Sodium: 2300 mg, Sugar: 36 g, Alcohol: 100 g"
Hyperlipidemia - Stage 2,"red meat, fried food, sugar","Antioxidants, Potassium","Sodium, Calories, Fat","Sodium: 2300 mg, Calories: 800 kcal, Fat: 100 g"
Coronary Artery Disease,"trans fats, red meat, sugary foods",Omega-3,"Fat, Caffeine","Fat: 100 g, Caffeine: 100 mg"
Migraine - Stage 2,"red meat, fried food, sugar","Omega-3, Antioxidants",Sugar,Sugar: 36 g
Heart Failure,"trans fats, red meat, sugary foods",Vitamin C,"Carbohydrates, Fat","Carbohydrates: 100 g, Fat: 100 g"
Atherosclerosis,"red meat, fried food, sugar","Fiber, Omega-3, Magnesium","Fat, Alcohol, Calories","Fat: 100 g, Alcohol: 100 g, Calories: 800 kcal"
Type 2 Diabetes - Stage 3,"sugar, white rice, soda, sweets","Potassium, Magnesium, Antioxidants","Sodium, Caffeine, Sugar","Sodium: 2300 mg, Caffeine: 100 mg, Sugar: 36 g"
Hyperlipidemia,"red meat, fried food, sugar","Potassium, Omega-3, Magnesium","Fat, Sugar, Cholesterol, Calories","Fat: 100 g, Sugar: 36 g, Cholesterol: 300 mg, Calories: 800 kcal"
Celiac Disease,"wheat, barley, rye",Antioxidants,Sugar,Sugar: 36 g
Gout - Stage 3,"mutton, chicken, alcohol, organ meats",Magnesium,"Carbohydrates, Alcohol","Carbohydrates: 100 g, Alcohol: 100 g"
Celiac Disease,"wheat, barley, rye","Magnesium, Vitamin C, Antioxidants","Alcohol, Calories, Fat, Caffeine","Alcohol: 100 g, Calories: 800 kcal, Fat: 100 g, Caffeine: 100 mg"
Hyperlipidemia,"red meat, fried food, sugar",Antioxidants,Saturated Fat,Saturated Fat: 20 g
Liver Cirrhosis,"alcohol, fried foods, red meat",Omega-3,Calories,Calories: 800 kcal
GERD - Stage 2,"red meat, fried food, sugar",Vitamin C,"Caffeine, Carbohydrates, Saturated Fat, Calories","Caffeine: 100 mg, Carbohydrates: 100 g, Saturated Fat: 20 g, Calories: 800 kcal"
Hypothyroidism - Stage 3,"red meat, fried food, sugar","Magnesium, Fiber","Sodium, Alcohol","Sodium: 2300 mg, Alcohol: 100 g"
Fatty Liver Disease,"alcohol, fried foods, red meat","Potassium, Fiber, Vitamin C","Calories, Cholesterol, Fat, Sodium","Calories: 800 kcal, Cholesterol: 300 mg, Fat: 100 g, Sodium: 2300 mg"
Chronic Kidney Disease,"red meat, sodium, potassium-rich foods",Magnesium,"Calories, Caffeine, Carbohydrates","Calories: 800 kcal, Caffeine: 100 mg, Carbohydrates: 100 g"
Obesity - Stage 3,"junk food, soda, sweets, fried items",Antioxidants,Alcohol,Alcohol: 100 g
Type 2 Diabetes - Stage 3,"sugar, white rice, soda, sweets","Potassium, Magnesium","Caffeine, Saturated Fat","Caffeine: 100 mg, Saturated Fat: 20 g"
Hypertension,"salt, pickles, canned soup, bacon",Fiber,Sodium,Sodium: 2300 mg
Fatty Liver Disease,"alcohol, fried foods, red meat",Vitamin C,"Fat, Saturated Fat, Sugar","Fat: 100 g, Saturated Fat: 20 g, Sugar: 36 g"
Irritable Bowel Syndrome - Stage 1,"red meat, fried food, sugar",Fiber,"Sugar, Caffeine","Sugar: 36 g, Caffeine: 100 mg"
Coronary Artery Disease,"trans fats, red meat, sugary foods","Potassium, Omega-3, Magnesium","Fat, Caffeine","Fat: 100 g, Caffeine: 100 mg"
Type 2 Diabetes - Stage 2,"sugar, white rice, soda, sweets","Potassium, Magnesium, Omega-3","Sodium, Alcohol","Sodium: 2300 mg, Alcohol: 100 g"
Celiac Disease - Stage 2,"wheat, barley, rye","Omega-3, Magnesium, Fiber","Calories, Carbohydrates","Calories: 800 kcal, Carbohydrates: 100 g"
Type 2 Diabetes - Stage 2,"sugar, white rice, soda, sweets",Magnesium,"Fat, Alcohol, Sugar, Carbohydrates","Fat: 100 g, Alcohol: 100 g, Sugar: 36 g, Carbohydrates: 100 g"
Migraine,"red meat, fried food, sugar","Fiber, Magnesium","Fat, Calories, Sodium, Caffeine","Fat: 100 g, Calories: 800 kcal, Sodium: 2300 mg, Caffeine: 100 mg"
Obesity,"junk food, soda, sweets, fried items",Antioxidants,Calories,Calories: 800 kcal
Liver Cirrhosis,"alcohol, fried foods, red meat","Antioxidants, Vitamin C, Magnesium","Cholesterol, Fat","Cholesterol: 300 mg, Fat: 100 g"
Chronic Kidney Disease - Stage 1,"red meat, sodium, potassium-rich foods",Magnesium,"Sugar, Fat","Sugar: 36 g, Fat: 100 g"
Polycystic Ovary Syndrome - Stage 2,"red meat, fried food, sugar","Antioxidants, Vitamin C","Saturated Fat, Fat, Calories","Saturated Fat: 20 g, Fat: 100 g, Calories: 800 kcal"
Gout - Stage 2,"mutton, chicken, alcohol, organ meats",Magnesium,"Carbohydrates, Alcohol, Saturated Fat","Carbohydrates: 100 g, Alcohol: 100 g, Saturated Fat: 20 g"
Heart Failure,"trans fats, red meat, sugary foods","Vitamin C, Potassium","Caffeine, Carbohydrates","Caffeine: 100 mg, Carbohydrates: 100 g"
Irritable Bowel Syndrome,"red meat, fried food, sugar","Potassium, Vitamin C","Saturated Fat, Fat","Saturated Fat: 20 g, Fat: 100 g"
Chronic Kidney Disease,"red meat, sodium, potassium-rich foods","Potassium, Antioxidants, Vitamin C","Saturated Fat, Cholesterol, Sugar","Saturated Fat: 20 g, Cholesterol: 300 mg, Sugar: 36 g"
Hyperlipidemia,"red meat, fried food, sugar","Antioxidants, Vitamin C, Magnesium","Saturated Fat, Sodium","Saturated Fat: 20 g, Sodium: 2300 mg"
Type 2 Diabetes - Stage 3,"sugar, white rice, soda, sweets",Vitamin C,Alcohol,Alcohol: 100 g
Metabolic Syndrome,"red meat, fried food, sugar","Magnesium, Potassium","Saturated Fat, Sodium, Alcohol","Saturated Fat: 20 g, Sodium: 2300 mg, Alcohol: 100 g"
Hypothyroidism - Stage 1,"red meat, fried food, sugar",Vitamin C,Fat,Fat: 100 g
Heart Failure - Stage 1,"trans fats, red meat, sugary foods",Potassium,"Caffeine, Calories, Saturated Fat, Cholesterol","Caffeine: 100 mg, Calories: 800 kcal, Saturated Fat: 20 g, Cholesterol: 300 mg"
Chronic Kidney Disease,"red meat, sodium, potassium-rich foods","Magnesium, Omega-3","Calories, Carbohydrates, Alcohol","Calories: 800 kcal, Carbohydrates: 100 g, Alcohol: 100 g"
Migraine,"red meat, fried food, sugar","Antioxidants, Potassium","Caffeine, Sugar, Fat","Caffeine: 100 mg, Sugar: 36 g, Fat: 100 g"
Polycystic Ovary Syndrome - Stage 2,"red meat, fried food, sugar","Antioxidants, Magnesium","Calories, Sugar","Calories: 800 kcal, Sugar: 36 g"
Hyperlipidemia,"red meat, fried food, sugar",Vitamin C,"Sugar, Cholesterol","Sugar: 36 g, Cholesterol: 300 mg"
Atherosclerosis - Stage 1,"red meat, fried food, sugar","Antioxidants, Magnesium","Saturated Fat, Calories","Saturated Fat: 20 g, Calories: 800 kcal"
Heart Failure,"trans fats, red meat, sugary foods","Omega-3, Fiber, Potassium","Saturated Fat, Calories, Carbohydrates","Saturated Fat: 20 g, Calories: 800 kcal, Carbohydrates: 100 g"
Chronic Kidney Disease,"red meat, sodium, potassium-rich foods",Magnesium,Carbohydrates,Carbohydrates: 100 g
Hypothyroidism - Stage 2,"red meat, fried food, sugar",Fiber,"Sodium, Fat","Sodium: 2300 mg, Fat: 100 g"
Sleep Apnea,"red meat, fried food, sugar","Omega-3, Vitamin C","Carbohydrates, Saturated Fat, Fat, Sodium","Carbohydrates: 100 g, Saturated Fat: 20 g, Fat: 100 g, Sodium: 2300 mg"
GERD - Stage 1,"red meat, fried food, sugar","Antioxidants, Vitamin C","Cholesterol, Caffeine, Alcohol, Saturated Fat","Cholesterol: 300 mg, Caffeine: 100 mg, Alcohol: 100 g, Saturated Fat: 20 g"
Type 2 Diabetes - Stage 1,"sugar, white rice, soda, sweets","Magnesium, Vitamin C, Potassium","Saturated Fat, Cholesterol","Saturated Fat: 20 g, Cholesterol: 300 mg"
Liver Cirrhosis - Stage 2,"alcohol, fried foods, red meat",Fiber,"Sugar, Cholesterol, Calories, Fat","Sugar: 36 g, Cholesterol: 300 mg, Calories: 800 kcal, Fat: 100 g"
Hypertension,"salt, pickles, canned soup, bacon",Vitamin C,Saturated Fat,Saturated Fat: 20 g
Polycystic Ovary Syndrome - Stage 3,"red meat, fried food, sugar",Magnesium,"Saturated Fat, Sugar, Alcohol","Saturated Fat: 20 g, Sugar: 36 g, Alcohol: 100 g"
Type 2 Diabetes,"sugar, white rice, soda, sweets",Vitamin C,"Sodium, Sugar, Carbohydrates","Sodium: 2300 mg, Sugar: 36 g, Carbohydrates: 100 g"
Metabolic Syndrome - Stage 1,"red meat, fried food, sugar","Vitamin C, Omega-3","Carbohydrates, Cholesterol, Caffeine","Carbohydrates: 100 g, Cholesterol: 300 mg, Caffeine: 100 mg"
Hypothyroidism,"red meat, fried food, sugar","Omega-3, Potassium","Saturated Fat, Calories","Saturated Fat: 20 g, Calories: 800 kcal"
Hypertension,"salt, pickles, canned soup, bacon","Vitamin C, Omega-3, Fiber","Saturated Fat, Alcohol, Caffeine","Saturated Fat: 20 g, Alcohol: 100 g, Caffeine: 100 mg"
Fatty Liver Disease - Stage 3,"alcohol, fried foods, red meat","Magnesium, Vitamin C","Sugar, Saturated Fat, Cholesterol","Sugar: 36 g, Saturated Fat: 20 g, Cholesterol: 300 mg"
Atherosclerosis - Stage 3,"red meat, fried food, sugar",Antioxidants,"Saturated Fat, Cholesterol","Saturated Fat: 20 g, Cholesterol: 300 mg"
Heart Failure - Stage 1,"trans fats, red meat, sugary foods","Omega-3, Fiber",Cholesterol,Cholesterol: 300 mg
Hypothyroidism,"red meat, fried food, sugar","Magnesium, Vitamin C, Antioxidants","Cholesterol, Sugar, Fat","Cholesterol: 300 mg, Sugar: 36 g, Fat: 100 g"
GERD - Stage 1,"red meat, fried food, sugar",Vitamin C,Sugar,Sugar: 36 g
Coronary Artery Disease,"trans fats, red meat, sugary foods","Omega-3, Antioxidants, Fiber",Fat,Fat: 100 g
Sleep Apnea,"red meat, fried food, sugar","Antioxidants, Vitamin C, Omega-3","Alcohol, Sodium, Carbohydrates","Alcohol: 100 g, Sodium: 2300 mg, Carbohydrates: 100 g"
Hypothyroidism - Stage 3,"red meat, fried food, sugar","Vitamin C, Omega-3, Antioxidants","Calories, Carbohydrates, Sugar, Saturated Fat","Calories: 800 kcal, Carbohydrates: 100 g, Sugar: 36 g, Saturated Fat: 20 g"
Irritable Bowel Syndrome,"red meat, fried food, sugar","Potassium, Antioxidants","Fat, Saturated Fat, Caffeine","Fat: 100 g, Saturated Fat: 20 g, Caffeine: 100 mg"
Hypothyroidism,"red meat, fried food, sugar","Omega-3, Antioxidants","Saturated Fat, Sodium, Cholesterol","Saturated Fat: 20 g, Sodium: 2300 mg, Cholesterol: 300 mg"
Heart Failure - Stage 2,"trans fats, red meat, sugary foods","Antioxidants, Potassium, Fiber","Carbohydrates, Alcohol, Caffeine, Saturated Fat","Carbohydrates: 100 g, Alcohol: 100 g, Caffeine: 100 mg, Saturated Fat: 20 g"
Type 2 Diabetes - Stage 2,"sugar, white rice, soda, sweets",Potassium,"Saturated Fat, Alcohol","Saturated Fat: 20 g, Alcohol: 100 g"
Celiac Disease - Stage 2,"wheat, barley, rye",Antioxidants,"Fat, Sugar, Alcohol, Cholesterol","Fat: 100 g, Sugar: 36 g, Alcohol: 100 g, Cholesterol: 300 mg"
